+------+----------------------------+
| runs |         Player ID          |
|  0  |        Karn Sharma         |
|  0  |      Kane Williamson       |
|  0  |       Kagiso Rabada        |
|  0  |        Jos Buttler         |
|  0  |       Jonny Bairstow       |
|  0  |       Jitesh Sharma        |
|  0  |      Jhye Richardson       |
|  0  |       Jaydev Unadkat       |
|  0  |       Jasprit Bumrah       |
|  0  |       Ishant Sharma        |
|  0  |      Himanshu Sharma       |
|  0  |        Harshit Rana        |
|  0  |       Harshal Patel        |
|  0  |       Harpreet Brar        |
|  0  |       Hardik Pandya        |
|  0  |       Glenn Maxwell        |
|  0  |       Gerald Coetzee       |
|  0  |        Dhruv Jurel         |
|  0  |       Dewald Brevis        |
|  0  |      Devdutt Padikkal      |
|  0  |        Deepak Hooda        |
|  0  |       Deepak Chahar        |
|  0  |        David Miller        |
|  0  |       Daryl Mitchell       |
|  0  |      Darshan Nalkande      |
|  0  |       Cameron Green        |
|  0  |     Bhuvneshwar Kumar      |
|  0  |     Azmatullah Omarzai     |
|  0  |        Ayush Badoni        |
|  0  |         Axar Patel         |
|  0  |         Avesh Khan         |
|  0  |      Ashutosh Sharma       |
|  0  |       Arshdeep Singh       |
|  0  |         Anukul Roy         |
|  0  |         Anuj Rawat         |
|  0  |       Anrich Nortje        |
|  0  |       Alzarri Joseph       |
|  0  |       Akash Madhwal        |
|  0  |         Akash Deep         |
|  0  |       Ajinkya Rahane       |
|  0  |       Abishek Porel        |
|  0  |      Abhinav Manohar       |
|  0  |        Abdul Samad         |
+-----+----------------------------+


+------+----------------------------+
| 100s |         Player ID          |
+------+----------------------------+
|  1   |        Virat Kohli         |
|  1   |        Jos Buttler         |
|  0   |      Yuzvendra Chahal      |
|  0   |      Yashasvi Jaiswal      |
|  0   |        Yash Thakur         |
|  0   |         Yash Dayal         |
|  0   |      Wriddhiman Saha       |
|  0   |         Will Jacks         |
|  0   |     Washington Sundar      |
|  0   |     Vijaykumar Vyshak      |
|  0   |       Vijay Shankar        |
|  0   |       Venkatesh Iyer       |
|  0   |    Varun Chakaravarthy     |
|  0   |       Vaibhav Arora        |
|  0   |        Umran Malik         |
|  0   |        Umesh Yadav         |
|  0   |      Tushar Deshpande      |
|  0   |       Tristan Stubbs       |
|  0   |        Trent Boult         |
|  0   |        Travis Head         |
|  0   |         Tim David          |
|  0   |        Tilak Varma         |
|  0   |        T Natarajan         |
|  0   |       Suyash Sharma        |
|  0   |      Suryakumar Yadav      |
|  0   |        Sunil Narine        |
|  0   |        Sumit Kumar         |
|  0   |      Spencer Johnson       |
|  0   |       Sikandar Raza        |
|  0   |        Shubman Gill        |
|  0   |       Shubham Dubey        |
|  0   |        Shreyas Iyer        |
|  0   |       Shreyas Gopal        |
|  0   |        Shivam Dube         |
|  0   |      Shimron Hetmyer       |
|  0   |       Shikhar Dhawan       |
|  0   |       Shashank Singh       |
|  0   |       Shardul Thakur       |
|  0   |         Sharath BR         |
|  0   |        Shams Mulani        |
|  0   |         Shai Hope          |
|  0   |       Shahrukh Khan        |
|  0   |       Shahbaz Ahmed        |
|  0   |       Saurav Chauhan       |
|  0   |        Sanju Samson        |
|  0   |       Sandeep Sharma       |
|  0   |       Sameer Rizvi         |
|  0   |         Sam Curran         |
|  0   |       Sai Sudharsan        |
|  0   |      Ruturaj Gaikwad       |
|  0   |      Romario Shepherd      |
|  0   |        Rohit Sharma        |
|  0   |        Riyan Parag         |
|  0   |        Rishabh Pant        |
|  0   |        Rinku Singh         |
|  0   |         Ricky Bhui         |
|  0   |        Reece Topley        |
|  0   | Ravisrinivasan Sai Kishore |
|  0   |      Ravindra Jadeja       |
|  0   |    Ravichandran Ashwin     |
|  0   |        Ravi Bishnoi        |
|  0   |      Rasikh Dar Salam      |
|  0   |        Rashid Khan         |
|  0   |      Ramandeep Singh       |
|  0   |       Rajat Patidar        |
|  0   |       Rahul Tripathi       |
|  0   |       Rahul Tewatia        |
|  0   |        Rahul Chahar        |
|  0   |      Rachin Ravindra       |
|  0   |      Quinton de Kock       |
|  0   |        Prithvi Shaw        |
|  0   |     Prabhsimran Singh      |
|  0   |       Piyush Chawla        |
|  0   |        Philip Salt         |
|  0   |        Pat Cummins         |
|  0   |         Noor Ahmad         |
|  0   |        Nitish Reddy        |
|  0   |        Nitish Rana         |
|  0   |      Nicholas Pooran       |
|  0   |       Naveen-ul-Haq        |
|  0   |       Nandre Burger        |
|  0   |         Naman Dhir         |
|  0   |     Mustafizur Rahman      |
|  0   |        Mukesh Kumar        |
|  0   |      Mukesh Choudhary      |
|  0   |        Mohsin Khan         |
|  0   |        Mohit Sharma        |
|  0   |       Mohammed Siraj       |
|  0   |       Mohammad Nabi        |
|  0   |         Moeen Ali          |
|  0   |       Mitchell Starc       |
|  0   |       Mitchell Marsh       |
|  0   |        Mayank Yadav        |
|  0   |      Mayank Markande       |
|  0   |        Mayank Dagar        |
|  0   |       Mayank Agarwal       |
|  0   |        Matthew Wade        |
|  0   |    Matheesha Pathirana     |
|  0   |       Marcus Stoinis       |
|  0   |        Marco Jansen        |
|  0   |    Manimaran Siddharth     |
|  0   |       Mahipal Lomror       |
|  0   |     Maheesh Theekshana     |
|  0   |          MS Dhoni          |
|  0   |         Luke Wood          |
|  0   |      Liam Livingstone      |
|  0   |        Lalit Yadav         |
|  0   |       Kwena Maphaka        |
|  0   |       Kumar Kushagra       |
|  0   |       Kuldeep Yadav        |
|  0   |        Kuldeep Sen         |
|  0   |       Krunal Pandya        |
|  0   |       Khaleel Ahmed        |
|  0   |       Keshav Maharaj       |
|  0   |        Karn Sharma         |
|  0   |      Kane Williamson       |
|  0   |       Kagiso Rabada        |
|  0   |          KL Rahul          |
|  0   |       Jonny Bairstow       |
|  0   |       Jitesh Sharma        |
|  0   |      Jhye Richardson       |
|  0   |       Jaydev Unadkat       |
|  0   |       Jasprit Bumrah       |
|  0   |       Ishant Sharma        |
|  0   |        Ishan Kishan        |
|  0   |      Himanshu Sharma       |
|  0   |      Heinrich Klaasen      |
|  0   |        Harshit Rana        |
|  0   |       Harshal Patel        |
|  0   |       Harpreet Brar        |
|  0   |       Hardik Pandya        |
|  0   |       Glenn Maxwell        |
|  0   |       Gerald Coetzee       |
|  0   |       Faf du Plessis       |
|  0   |       Dinesh Karthik       |
|  0   |        Dhruv Jurel         |
|  0   |       Dewald Brevis        |
|  0   |      Devdutt Padikkal      |
|  0   |        Deepak Hooda        |
|  0   |       Deepak Chahar        |
|  0   |        David Warner        |
|  0   |        David Miller        |
|  0   |       Daryl Mitchell       |
|  0   |      Darshan Nalkande      |
|  0   |       Cameron Green        |
|  0   |     Bhuvneshwar Kumar      |
|  0   |     Azmatullah Omarzai     |
|  0   |        Ayush Badoni        |
|  0   |         Axar Patel         |
|  0   |         Avesh Khan         |
|  0   |      Ashutosh Sharma       |
|  0   |       Arshdeep Singh       |
|  0   |         Anukul Roy         |
|  0   |         Anuj Rawat         |
|  0   |       Anrich Nortje        |
|  0   |    Angkrish Raghuvanshi    |
|  0   |       Andre Russell        |
|  0   |       Alzarri Joseph       |
|  0   |       Akash Madhwal        |
|  0   |         Akash Deep         |
|  0   |       Ajinkya Rahane       |
|  0   |       Aiden Markram        |
|  0   |       Abishek Porel        |
|  0   |      Abhishek Sharma       |
|  0   |      Abhinav Manohar       |
|  0   |        Abdul Samad         |
+------+----------------------------+

#TODO: Fix
+---------+----------------------------+
|    SR   |         Player ID          |
+---------+----------------------------+
|  600.0  |       Jaydev Unadkat       |
|  337.5  |      Romario Shepherd      |
| 247.619 |      Suryakumar Yadav      |
| 227.273 |       Mahipal Lomror       |
| 212.963 |       Andre Russell        |
| 208.235 |      Abhishek Sharma       |
|  200.0  |       Sameer Rizvi         |
|  200.0  |         Noor Ahmad         |
|  200.0  |         Naman Dhir         |
|  200.0  |        Mohsin Khan         |
|  200.0  |        Deepak Hooda        |
|  200.0  |      Ashutosh Sharma       |
| 195.714 |       Shashank Singh       |
|  193.75 |      Heinrich Klaasen      |
| 193.333 |       Tristan Stubbs       |
| 190.667 |       Dinesh Karthik       |
| 189.412 |        Sunil Narine        |
| 186.486 |        Abdul Samad         |
| 185.714 |          MS Dhoni          |
| 182.955 |        Ishan Kishan        |
|  175.0  |       Shahrukh Khan        |
|  175.0  |      Rachin Ravindra       |
| 173.333 |        Nitish Reddy        |
| 173.333 |    Angkrish Raghuvanshi    |
| 172.727 |        Travis Head         |
|  172.0  |      Shimron Hetmyer       |
| 169.524 |      Nicholas Pooran       |
| 167.742 |        Rohit Sharma        |
| 165.517 |       Krunal Pandya        |
| 162.745 |      Liam Livingstone      |
|  161.29 |      Ramandeep Singh       |
| 160.811 |        Prithvi Shaw        |
| 160.526 |       Mitchell Marsh       |
|  160.0  |        Shivam Dube         |
| 158.182 |        Riyan Parag         |
| 157.692 |        Sanju Samson        |
| 155.556 |        Dhruv Jurel         |
| 154.545 |        Rishabh Pant        |
| 153.571 |       Hardik Pandya        |
| 153.521 |     Prabhsimran Singh      |
| 152.632 |        Rashid Khan         |
| 151.786 |        Shubman Gill        |
|  150.0  |        Rinku Singh         |
|  150.0  |       Mohammed Siraj       |
|  150.0  |       Jonny Bairstow       |
| 149.351 |         Tim David          |
| 147.423 |        Tilak Varma         |
| 147.143 |       Rahul Tewatia        |
| 146.774 |       Abishek Porel        |
| 144.444 |       Venkatesh Iyer       |
| 142.593 |        David Miller        |
| 142.342 |        David Warner        |
| 141.778 |        Virat Kohli         |
| 140.777 |      Quinton de Kock       |
| 140.541 |       Marcus Stoinis       |
|  140.0  |      Ravindra Jadeja       |
| 139.726 |        Philip Salt         |
| 139.344 |       Faf du Plessis       |
| 138.889 |       Rajat Patidar        |
| 137.255 |       Shahbaz Ahmed        |
| 136.957 |      Yashasvi Jaiswal      |
| 135.088 |       Jitesh Sharma        |
| 133.333 |         Will Jacks         |
| 133.333 |       Shubham Dubey        |
| 133.333 |     Azmatullah Omarzai     |
|  132.0  |         Shai Hope          |
| 131.884 |        Shreyas Iyer        |
| 131.193 |        Jos Buttler         |
| 131.034 |      Wriddhiman Saha       |
| 130.769 |       Ajinkya Rahane       |
| 129.592 |       Aiden Markram        |
| 128.571 |       Saurav Chauhan       |
| 128.571 |    Ravichandran Ashwin     |
| 128.571 |          KL Rahul          |
| 127.684 |       Sai Sudharsan        |
| 126.316 |         Sam Curran         |
|  125.62 |       Shikhar Dhawan       |
| 125.532 |       Daryl Mitchell       |
| 121.429 |         Axar Patel         |
| 117.949 |       Dewald Brevis        |
| 117.424 |      Ruturaj Gaikwad       |
| 115.873 |         Anuj Rawat         |
| 115.686 |       Mayank Agarwal       |
| 113.158 |       Sikandar Raza        |
| 112.308 |       Vijay Shankar        |
| 109.091 |      Darshan Nalkande      |
| 107.937 |       Cameron Green        |
|  100.0  |       Vaibhav Arora        |
|  100.0  |        Shams Mulani        |
|  100.0  |       Mitchell Starc       |
|  100.0  |        Marco Jansen        |
|  100.0  |      Kane Williamson       |
|  100.0  |      Jhye Richardson       |
|  100.0  |        Ayush Badoni        |
|  100.0  |         Anukul Roy         |
|  100.0  |         Akash Deep         |
|  94.118 |       Glenn Maxwell        |
|  91.176 |       Rahul Tripathi       |
|   90.0  |       Jasprit Bumrah       |
|  83.333 |      Spencer Johnson       |
|  83.333 |       Harpreet Brar        |
|  81.818 |        Nitish Rana         |
|  81.481 |      Devdutt Padikkal      |
|   80.0  |        Umesh Yadav         |
|   80.0  |       Akash Madhwal        |
|   75.0  |        Lalit Yadav         |
|   75.0  |     Bhuvneshwar Kumar      |
|  71.429 |        Pat Cummins         |
|  66.667 |        Matthew Wade        |
|  66.667 |       Anrich Nortje        |
|   60.0  |        Sumit Kumar         |
|   50.0  |        Reece Topley        |
|   50.0  |       Kuldeep Yadav        |
|   50.0  |      Abhinav Manohar       |
|  42.857 |       Piyush Chawla        |
|  41.667 |       Gerald Coetzee       |
|   40.0  |         Sharath BR         |
|  33.333 |         Ricky Bhui         |
|  33.333 |       Ishant Sharma        |
|   20.0  |      Rasikh Dar Salam      |
|    0    |      Yuzvendra Chahal      |
|    0    |        Yash Thakur         |
|    0    |         Yash Dayal         |
|   0.0   |     Washington Sundar      |
|   0.0   |     Vijaykumar Vyshak      |
|    0    |    Varun Chakaravarthy     |
|    0    |        Umran Malik         |
|    0    |      Tushar Deshpande      |
|    0    |        Trent Boult         |
|    0    |        T Natarajan         |
|    0    |       Suyash Sharma        |
|    0    |       Shreyas Gopal        |
|    0    |       Shardul Thakur       |
|    0    |       Sandeep Sharma       |
|    0    | Ravisrinivasan Sai Kishore |
|   0.0   |        Ravi Bishnoi        |
|    0    |        Rahul Chahar        |
|    0    |       Naveen-ul-Haq        |
|    0    |       Nandre Burger        |
|    0    |     Mustafizur Rahman      |
|    0    |        Mukesh Kumar        |
|    0    |      Mukesh Choudhary      |
|    0    |        Mohit Sharma        |
|    0    |       Mohammad Nabi        |
|    0    |         Moeen Ali          |
|    0    |        Mayank Yadav        |
|    0    |      Mayank Markande       |
|   0.0   |        Mayank Dagar        |
|    0    |    Matheesha Pathirana     |
|    0    |    Manimaran Siddharth     |
|    0    |     Maheesh Theekshana     |
|    0    |         Luke Wood          |
|    0    |       Kwena Maphaka        |
|   0.0   |       Kumar Kushagra       |
|    0    |        Kuldeep Sen         |
|    0    |       Khaleel Ahmed        |
|    0    |       Keshav Maharaj       |
|    0    |        Karn Sharma         |
|    0    |       Kagiso Rabada        |
|    0    |      Himanshu Sharma       |
|    0    |        Harshit Rana        |
|    0    |       Harshal Patel        |
|    0    |       Deepak Chahar        |
|    0    |         Avesh Khan         |
|    0    |       Arshdeep Singh       |
|    0    |       Alzarri Joseph       |
+---------+----------------------------+


+----------------+----------------------------+
| battingAverage |         Player ID          |
+----------------+----------------------------+
|     178.0      |      Nicholas Pooran       |
|     137.0      |       Shashank Singh       |
|      87.0      |        Riyan Parag         |
|      84.0      |      Ravindra Jadeja       |
|      83.0      |      Liam Livingstone      |
|      82.0      |        Sanju Samson        |
|     79.75      |        Virat Kohli         |
|      78.0      |        Nitish Reddy        |
|      71.5      |       Dinesh Karthik       |
|      64.0      |      Ashutosh Sharma       |
|      62.0      |      Heinrich Klaasen      |
|      58.0      |       Tristan Stubbs       |
|      57.5      |         Tim David          |
|      57.5      |       Andre Russell        |
|      54.0      |      Romario Shepherd      |
|      51.0      |        Shubman Gill        |
|      48.0      |       Krunal Pandya        |
|      44.0      |        Shivam Dube         |
|      43.0      |      Shimron Hetmyer       |
|     40.25      |        Sunil Narine        |
|     39.667     |        Prithvi Shaw        |
|      39.0      |          MS Dhoni          |
|      39.0      |    Angkrish Raghuvanshi    |
|     38.75      |      Ruturaj Gaikwad       |
|      38.5      |        David Miller        |
|     37.667     |       Sai Sudharsan        |
|     36.25      |      Quinton de Kock       |
|     35.75      |        Tilak Varma         |
|     35.75      |        Jos Buttler         |
|      35.4      |      Abhishek Sharma       |
|     33.25      |        Travis Head         |
|      33.0      |         Shai Hope          |
|     32.25      |       Hardik Pandya        |
|      32.2      |        Ishan Kishan        |
|     31.75      |       Aiden Markram        |
|      31.6      |        David Warner        |
|      31.5      |          KL Rahul          |
|      31.2      |        Rohit Sharma        |
|      30.6      |        Rishabh Pant        |
|      30.4      |       Shikhar Dhawan       |
|     30.333     |        Shreyas Iyer        |
|     30.333     |       Abishek Porel        |
|     29.75      |       Ajinkya Rahane       |
|      29.5      |       Daryl Mitchell       |
|     28.333     |       Faf du Plessis       |
|      26.0      |      Suryakumar Yadav      |
|      26.0      |       Marcus Stoinis       |
|      26.0      |        Deepak Hooda        |
|     25.75      |       Rahul Tewatia        |
|      25.5      |        Philip Salt         |
|      25.0      |       Mahipal Lomror       |
|      24.0      |         Sam Curran         |
|     23.333     |       Shahbaz Ahmed        |
|      23.0      |       Dewald Brevis        |
|      23.0      |        Abdul Samad         |
|      22.5      |    Ravichandran Ashwin     |
|      22.4      |      Rachin Ravindra       |
|      21.8      |     Prabhsimran Singh      |
|     21.667     |       Venkatesh Iyer       |
|      21.5      |       Sikandar Raza        |
|      21.0      |        Rinku Singh         |
|      21.0      |        Dhruv Jurel         |
|      20.0      |       Rajat Patidar        |
|     19.667     |       Mayank Agarwal       |
|      19.0      |      Wriddhiman Saha       |
|     18.25      |       Vijay Shankar        |
|     18.25      |         Anuj Rawat         |
|      17.0      |       Cameron Green        |
|      17.0      |         Axar Patel         |
|     16.667     |      Ramandeep Singh       |
|     16.667     |         Naman Dhir         |
|      16.2      |       Jonny Bairstow       |
|      15.5      |       Rahul Tripathi       |
|      15.4      |       Jitesh Sharma        |
|     15.25      |       Mitchell Marsh       |
|      14.5      |        Rashid Khan         |
|      14.0      |       Shahrukh Khan        |
|      14.0      |     Azmatullah Omarzai     |
|      13.5      |      Kane Williamson       |
|      12.6      |      Yashasvi Jaiswal      |
|      12.0      |        Umesh Yadav         |
|      12.0      |       Mohammed Siraj       |
|      12.0      |      Darshan Nalkande      |
|      9.0       |       Saurav Chauhan       |
|      9.0       |        Nitish Rana         |
|      9.0       |       Jasprit Bumrah       |
|      8.0       |         Will Jacks         |
|      8.0       |       Shubham Dubey        |
|      7.25      |        Ayush Badoni        |
|      7.0       |       Sameer Rizvi         |
|      7.0       |       Mitchell Starc       |
|      6.0       |       Jaydev Unadkat       |
|      6.0       |     Bhuvneshwar Kumar      |
|      5.5       |      Devdutt Padikkal      |
|     5.333      |       Glenn Maxwell        |
|      5.0       |      Spencer Johnson       |
|      5.0       |        Pat Cummins         |
|      5.0       |       Harpreet Brar        |
|      4.5       |        Sumit Kumar         |
|      4.0       |         Noor Ahmad         |
|      4.0       |        Matthew Wade        |
|      4.0       |       Anrich Nortje        |
|      4.0       |       Akash Madhwal        |
|      3.0       |        Reece Topley        |
|      3.0       |        Lalit Yadav         |
|      3.0       |         Anukul Roy         |
|      2.5       |       Gerald Coetzee       |
|      2.0       |         Sharath BR         |
|      2.0       |        Mohsin Khan         |
|      2.0       |      Jhye Richardson       |
|      2.0       |         Akash Deep         |
|      1.5       |         Ricky Bhui         |
|      1.5       |       Piyush Chawla        |
|      1.0       |       Vaibhav Arora        |
|      1.0       |        Shams Mulani        |
|      1.0       |      Rasikh Dar Salam      |
|      1.0       |        Marco Jansen        |
|      1.0       |       Kuldeep Yadav        |
|      1.0       |       Ishant Sharma        |
|      1.0       |      Abhinav Manohar       |
|       0        |      Yuzvendra Chahal      |
|       0        |        Yash Thakur         |
|       0        |         Yash Dayal         |
|      0.0       |     Washington Sundar      |
|      0.0       |     Vijaykumar Vyshak      |
|       0        |    Varun Chakaravarthy     |
|       0        |        Umran Malik         |
|       0        |      Tushar Deshpande      |
|       0        |        Trent Boult         |
|       0        |        T Natarajan         |
|       0        |       Suyash Sharma        |
|       0        |       Shreyas Gopal        |
|       0        |       Shardul Thakur       |
|       0        |       Sandeep Sharma       |
|       0        | Ravisrinivasan Sai Kishore |
|      0.0       |        Ravi Bishnoi        |
|       0        |        Rahul Chahar        |
|       0        |       Naveen-ul-Haq        |
|       0        |       Nandre Burger        |
|       0        |     Mustafizur Rahman      |
|       0        |        Mukesh Kumar        |
|       0        |      Mukesh Choudhary      |
|       0        |        Mohit Sharma        |
|       0        |       Mohammad Nabi        |
|       0        |         Moeen Ali          |
|       0        |        Mayank Yadav        |
|       0        |      Mayank Markande       |
|      0.0       |        Mayank Dagar        |
|       0        |    Matheesha Pathirana     |
|       0        |    Manimaran Siddharth     |
|       0        |     Maheesh Theekshana     |
|       0        |         Luke Wood          |
|       0        |       Kwena Maphaka        |
|      0.0       |       Kumar Kushagra       |
|       0        |        Kuldeep Sen         |
|       0        |       Khaleel Ahmed        |
|       0        |       Keshav Maharaj       |
|       0        |        Karn Sharma         |
|       0        |       Kagiso Rabada        |
|       0        |      Himanshu Sharma       |
|       0        |        Harshit Rana        |
|       0        |       Harshal Patel        |
|       0        |       Deepak Chahar        |
|       0        |         Avesh Khan         |
|       0        |       Arshdeep Singh       |
|       0        |       Alzarri Joseph       |
+----------------+----------------------------+

#TODO: Fix
+-----+----------------------------+
| NOs |         Player ID          |
+-----+----------------------------+
|  0  |      Yuzvendra Chahal      |
|  0  |      Yashasvi Jaiswal      |
|  0  |        Yash Thakur         |
|  0  |         Yash Dayal         |
|  0  |      Wriddhiman Saha       |
|  0  |         Will Jacks         |
|  0  |     Washington Sundar      |
|  0  |        Virat Kohli         |
|  0  |     Vijaykumar Vyshak      |
|  0  |       Vijay Shankar        |
|  0  |       Venkatesh Iyer       |
|  0  |    Varun Chakaravarthy     |
|  0  |       Vaibhav Arora        |
|  0  |        Umran Malik         |
|  0  |        Umesh Yadav         |
|  0  |      Tushar Deshpande      |
|  0  |       Tristan Stubbs       |
|  0  |        Trent Boult         |
|  0  |        Travis Head         |
|  0  |         Tim David          |
|  0  |        Tilak Varma         |
|  0  |        T Natarajan         |
|  0  |       Suyash Sharma        |
|  0  |      Suryakumar Yadav      |
|  0  |        Sunil Narine        |
|  0  |        Sumit Kumar         |
|  0  |      Spencer Johnson       |
|  0  |       Sikandar Raza        |
|  0  |        Shubman Gill        |
|  0  |       Shubham Dubey        |
|  0  |        Shreyas Iyer        |
|  0  |       Shreyas Gopal        |
|  0  |        Shivam Dube         |
|  0  |      Shimron Hetmyer       |
|  0  |       Shikhar Dhawan       |
|  0  |       Shashank Singh       |
|  0  |       Shardul Thakur       |
|  0  |         Sharath BR         |
|  0  |        Shams Mulani        |
|  0  |         Shai Hope          |
|  0  |       Shahrukh Khan        |
|  0  |       Shahbaz Ahmed        |
|  0  |       Saurav Chauhan       |
|  0  |        Sanju Samson        |
|  0  |       Sandeep Sharma       |
|  0  |       Sameer Rizvi         |
|  0  |         Sam Curran         |
|  0  |       Sai Sudharsan        |
|  0  |      Ruturaj Gaikwad       |
|  0  |      Romario Shepherd      |
|  0  |        Rohit Sharma        |
|  0  |        Riyan Parag         |
|  0  |        Rishabh Pant        |
|  0  |        Rinku Singh         |
|  0  |         Ricky Bhui         |
|  0  |        Reece Topley        |
|  0  | Ravisrinivasan Sai Kishore |
|  0  |      Ravindra Jadeja       |
|  0  |    Ravichandran Ashwin     |
|  0  |        Ravi Bishnoi        |
|  0  |      Rasikh Dar Salam      |
|  0  |        Rashid Khan         |
|  0  |      Ramandeep Singh       |
|  0  |       Rajat Patidar        |
|  0  |       Rahul Tripathi       |
|  0  |       Rahul Tewatia        |
|  0  |        Rahul Chahar        |
|  0  |      Rachin Ravindra       |
|  0  |      Quinton de Kock       |
|  0  |        Prithvi Shaw        |
|  0  |     Prabhsimran Singh      |
|  0  |       Piyush Chawla        |
|  0  |        Philip Salt         |
|  0  |        Pat Cummins         |
|  0  |         Noor Ahmad         |
|  0  |        Nitish Reddy        |
|  0  |        Nitish Rana         |
|  0  |      Nicholas Pooran       |
|  0  |       Naveen-ul-Haq        |
|  0  |       Nandre Burger        |
|  0  |         Naman Dhir         |
|  0  |     Mustafizur Rahman      |
|  0  |        Mukesh Kumar        |
|  0  |      Mukesh Choudhary      |
|  0  |        Mohsin Khan         |
|  0  |        Mohit Sharma        |
|  0  |       Mohammed Siraj       |
|  0  |       Mohammad Nabi        |
|  0  |         Moeen Ali          |
|  0  |       Mitchell Starc       |
|  0  |       Mitchell Marsh       |
|  0  |        Mayank Yadav        |
|  0  |      Mayank Markande       |
|  0  |        Mayank Dagar        |
|  0  |       Mayank Agarwal       |
|  0  |        Matthew Wade        |
|  0  |    Matheesha Pathirana     |
|  0  |       Marcus Stoinis       |
|  0  |        Marco Jansen        |
|  0  |    Manimaran Siddharth     |
|  0  |       Mahipal Lomror       |
|  0  |     Maheesh Theekshana     |
|  0  |          MS Dhoni          |
|  0  |         Luke Wood          |
|  0  |      Liam Livingstone      |
|  0  |        Lalit Yadav         |
|  0  |       Kwena Maphaka        |
|  0  |       Kumar Kushagra       |
|  0  |       Kuldeep Yadav        |
|  0  |        Kuldeep Sen         |
|  0  |       Krunal Pandya        |
|  0  |       Khaleel Ahmed        |
|  0  |       Keshav Maharaj       |
|  0  |        Karn Sharma         |
|  0  |      Kane Williamson       |
|  0  |       Kagiso Rabada        |
|  0  |          KL Rahul          |
|  0  |        Jos Buttler         |
|  0  |       Jonny Bairstow       |
|  0  |       Jitesh Sharma        |
|  0  |      Jhye Richardson       |
|  0  |       Jaydev Unadkat       |
|  0  |       Jasprit Bumrah       |
|  0  |       Ishant Sharma        |
|  0  |        Ishan Kishan        |
|  0  |      Himanshu Sharma       |
|  0  |      Heinrich Klaasen      |
|  0  |        Harshit Rana        |
|  0  |       Harshal Patel        |
|  0  |       Harpreet Brar        |
|  0  |       Hardik Pandya        |
|  0  |       Glenn Maxwell        |
|  0  |       Gerald Coetzee       |
|  0  |       Faf du Plessis       |
|  0  |       Dinesh Karthik       |
|  0  |        Dhruv Jurel         |
|  0  |       Dewald Brevis        |
|  0  |      Devdutt Padikkal      |
|  0  |        Deepak Hooda        |
|  0  |       Deepak Chahar        |
|  0  |        David Warner        |
|  0  |        David Miller        |
|  0  |       Daryl Mitchell       |
|  0  |      Darshan Nalkande      |
|  0  |       Cameron Green        |
|  0  |     Bhuvneshwar Kumar      |
|  0  |     Azmatullah Omarzai     |
|  0  |        Ayush Badoni        |
|  0  |         Axar Patel         |
|  0  |         Avesh Khan         |
|  0  |      Ashutosh Sharma       |
|  0  |       Arshdeep Singh       |
|  0  |         Anukul Roy         |
|  0  |         Anuj Rawat         |
|  0  |       Anrich Nortje        |
|  0  |    Angkrish Raghuvanshi    |
|  0  |       Andre Russell        |
|  0  |       Alzarri Joseph       |
|  0  |       Akash Madhwal        |
|  0  |         Akash Deep         |
|  0  |       Ajinkya Rahane       |
|  0  |       Aiden Markram        |
|  0  |       Abishek Porel        |
|  0  |      Abhishek Sharma       |
|  0  |      Abhinav Manohar       |
|  0  |        Abdul Samad         |
+-----+----------------------------+


+-----+----------------------------+
|  HS |         Player ID          |
+-----+----------------------------+
| 113 |        Virat Kohli         |
| 100 |        Jos Buttler         |
|  89 |        Shubman Gill        |
|  85 |        Sunil Narine        |
|  84 |        Riyan Parag         |
|  82 |        Sanju Samson        |
|  81 |      Quinton de Kock       |
|  80 |      Heinrich Klaasen      |
|  71 |       Tristan Stubbs       |
|  70 |       Shikhar Dhawan       |
|  69 |        Ishan Kishan        |
|  67 |      Ruturaj Gaikwad       |
|  66 |        Prithvi Shaw        |
|  64 |        Tilak Varma         |
|  64 |        Nitish Reddy        |
|  64 |      Nicholas Pooran       |
|  64 |       Andre Russell        |
|  63 |         Sam Curran         |
|  63 |      Abhishek Sharma       |
|  62 |        Travis Head         |
|  61 |       Shashank Singh       |
|  61 |       Faf du Plessis       |
|  58 |       Marcus Stoinis       |
|  58 |          KL Rahul          |
|  55 |        Rishabh Pant        |
|  54 |        Philip Salt         |
|  54 |    Angkrish Raghuvanshi    |
|  53 |       Dinesh Karthik       |
|  52 |      Suryakumar Yadav      |
|  52 |        David Warner        |
|  51 |        Shivam Dube         |
|  50 |       Venkatesh Iyer       |
|  50 |       Rajat Patidar        |
|  50 |       Aiden Markram        |
|  49 |        Rohit Sharma        |
|  48 |         Anuj Rawat         |
|  46 |      Rachin Ravindra       |
|  46 |       Dewald Brevis        |
|  45 |         Tim David          |
|  45 |       Sai Sudharsan        |
|  45 |       Ajinkya Rahane       |
|  44 |        David Miller        |
|  43 |       Krunal Pandya        |
|  42 |       Jonny Bairstow       |
|  41 |       Abishek Porel        |
|  39 |        Shreyas Iyer        |
|  39 |      Romario Shepherd      |
|  39 |       Hardik Pandya        |
|  38 |      Liam Livingstone      |
|  37 |          MS Dhoni          |
|  35 |      Ramandeep Singh       |
|  35 |     Prabhsimran Singh      |
|  34 |       Daryl Mitchell       |
|  33 |         Shai Hope          |
|  33 |       Mahipal Lomror       |
|  33 |       Cameron Green        |
|  33 |      Ashutosh Sharma       |
